"","Colony","Nest","Day","ScaledX","ScaledY","Bin","ScaledDist","Density","Corner"
"166",17,"Tube",14,4.554950045,4.291553134,5,0.601593886645452,"Low","N"
"167",18,"Tube",3,2.476340694,1.625262224,4,0.374923450573471,"Low","Y"
"168",18,"Tube",5,2.473080524,1.499297753,3,0.354933774603128,"Low","Y"
"169",18,"Tube",6,3.322072072,1.808558559,5,0.478064286186615,"Low","N"
"170",18,"Tube",7,2.579545455,1.55,3,0.358767731870481,"Low","Y"
"171",18,"Tube",8,2.720588235,0.950311943,2,0.260248690106579,"Low","N"
"172",18,"Tube",9,2.536880885,1.195856874,3,0.305810131347353,"Low","Y"
"173",18,"Tube",10,3.17077728,0.971599402,2,0.192649136133457,"Low","N"
"174",18,"Tube",10,2.856875934,0.871948804,2,0.236013622723871,"Low","N"
"175",18,"Tube",11,3.926744242,1.739443378,5,0.573369282308323,"Low","N"
"176",18,"Tube",12,3.925088652,1.817375887,5,0.574561734470738,"Low","N"
"177",18,"Tube",12,4.271929825,1.682017544,6,0.628901601529341,"Low","Y"
"178",18,"Tube",14,3.963733796,1.768518519,5,0.579806278561285,"Low","N"
"179",18,"Tube",14,3.963733796,1.768518519,5,0.579806278561285,"Low","N"
"180",19,"Tube",3,1.83897694,1.738079926,3,0.265033367382437,"Low","Y"
"181",19,"Tube",3,1.623358449,1.880442034,3,0.28477033410095,"Low","Y"
"182",19,"Tube",3,4.201796931,3.069799852,5,0.585427099137826,"Low","N"
"183",19,"Tube",3,4.158948976,3.277125325,5,0.583174119472873,"Low","N"
"184",19,"Tube",4,3.342294721,1.479308407,2,0.135044042209556,"Low","N"
"185",19,"Tube",4,2.895894428,1.505376344,2,0.169201849407614,"Low","N"
"186",19,"Tube",4,2.267025904,1.481752199,2,0.223371761950627,"Low","N"
"187",19,"Tube",4,1.452426686,3.00342131,4,0.380315933738728,"Low","Y"
"188",19,"Tube",4,5.251710655,3.172043011,6,0.678896185910772,"Low","Y"
"189",19,"Tube",5,2.771929825,3.287280702,4,0.462763295908074,"Low","Y"
"190",19,"Tube",5,2.682017544,3.174342105,4,0.452423654903294,"Low","Y"
"191",19,"Tube",5,3.150219298,3.191885965,5,0.493518941863784,"Low","N"
"192",19,"Tube",5,4.813596491,3.248537281,6,0.640634541321334,"Low","Y"
"193",19,"Tube",6,1.794217687,1.538407738,3,0.265612070740385,"Low","Y"
"194",19,"Tube",6,1.689343112,1.776502976,3,0.275981935578599,"Low","Y"
"195",19,"Tube",6,1.56462585,2.00042517,3,0.295599718638817,"Low","Y"
"196",19,"Tube",6,2.580782313,3.301445578,4,0.447268592660687,"Low","Y"
"197",19,"Tube",6,3.635204082,3.232355442,5,0.536597938255344,"Low","N"
"198",19,"Tube",8,2.247,1.706,2,0.229446930808197,"Low","N"
"199",19,"Tube",8,1.631,1.783,3,0.281187343428442,"Low","Y"
"200",19,"Tube",8,1.859,3.095,4,0.383866926314156,"Low","Y"
"201",19,"Tube",8,3.748,3.08,5,0.54525786572774,"Low","N"
"202",19,"Tube",8,4.567,3.224,5,0.618652410425742,"Low","N"
"203",19,"Tube",9,2.685392485,1.548238467,2,0.188161887053507,"Low","N"
"204",19,"Tube",9,2.407613467,1.580481771,2,0.212704432522725,"Low","N"
"205",19,"Tube",9,2.305928199,3.064856771,4,0.417791077097833,"Low","Y"
"206",19,"Tube",9,4.515128348,3.060515253,5,0.613174876166903,"Low","N"
"207",19,"Tube",10,1.704182657,1.632226937,3,0.274752339251806,"Low","Y"
"208",19,"Tube",10,1.554119926,1.922509225,3,0.291954112111787,"Low","Y"
"209",19,"Tube",10,1.588560886,2.485239852,3,0.332796503079846,"Low","Y"
"210",19,"Tube",10,1.613160517,2.197416974,3,0.307949734939609,"Low","Y"
"211",19,"Tube",10,1.637761993,3.138376384,4,0.388959429145112,"Low","Y"
"212",19,"Tube",12,2.980913174,1.635479042,2,0.167585057532345,"Low","N"
"213",19,"Tube",12,2.711452096,1.556886228,2,0.186175382220203,"Low","N"
"214",19,"Tube",12,1.693488024,2.362150075,3,0.320064890497666,"Low","Y"
"215",19,"Tube",12,2.309754865,3.327718937,4,0.427152082790704,"Low","Y"
"216",19,"Tube",12,2.377120135,3.158059506,4,0.425913692754497,"Low","Y"
"217",19,"Tube",12,5.160928144,3.364520958,6,0.672343178775131,"Low","Y"
"218",19,"Tube",13,1.562027231,1.781391831,3,0.287280555817985,"Low","Y"
"219",19,"Tube",13,1.486384266,2.723146747,3,0.355628876858473,"Low","Y"
