"","Colony","Nest","Day","ScaledX","ScaledY","Bin","Density"
"453",9,"Circle",16,3.933898534,1.164481096,4,"High"
"454",9,"Circle",16,3.128858025,1.174768519,4,"High"
"455",9,"Circle",16,4.095935571,1.311086034,5,"High"
"456",9,"Circle",16,3.445216049,1.329089506,5,"High"
"457",9,"Circle",16,3.167438272,1.359953704,5,"High"
"458",9,"Circle",16,2.94367284,1.385673225,5,"High"
"459",10,"Tube",1,1.763125258,1.370400992,3,"High"
"460",10,"Tube",1,6.097560976,1.880942538,7,"High"
"461",10,"Tube",1,3.104588673,2.930274907,5,"High"
"462",10,"Tube",1,1.656676313,3.042579578,4,"High"
