"","Colony","Nest","Day","ScaledX","ScaledY","Bin","Density"
"291",17,"Tube",11,3.278727445,2.115384615,2,"Low"
"292",17,"Tube",11,2.780151947,2.340930674,2,"Low"
"293",17,"Tube",11,5.69325736,4.618549383,6,"Low"
"294",17,"Tube",12,3.19843342,2.421671018,2,"Low"
"295",17,"Tube",12,3.105598346,2.175080505,2,"Low"
"296",17,"Tube",12,3.286190165,4.276181462,5,"Low"
"297",17,"Tube",14,3.651226158,2.24568574,1,"Low"
"298",17,"Tube",14,2.770208901,2.195731153,2,"Low"
"299",17,"Tube",14,4.554950045,4.291553134,5,"Low"
"300",17,"Circle",2,3.372851498,3.284802413,8,"Low"
"301",17,"Circle",2,4.084858569,3.008180116,7,"Low"
"302",17,"Circle",2,3.37562396,2.487520799,6,"Low"
"303",17,"Circle",3,2.769410141,2.376172189,6,"Low"
"304",17,"Circle",3,2.898260542,2.03313253,5,"Low"
"305",17,"Circle",3,3.771754518,2.92001255,7,"Low"
"306",17,"Circle",4,2.732778021,2.580269264,6,"Low"
"307",17,"Circle",4,3.027583187,2.875072242,7,"Low"
"308",17,"Circle",4,2.979422067,2.447460595,6,"Low"
"309",17,"Circle",5,3.997615741,3.146744529,8,"Low"
"310",17,"Circle",5,3.169191919,2.064393939,5,"Low"
"311",17,"Circle",5,4.022165404,2.93700968,7,"Low"
"312",17,"Circle",7,3.944761905,2.636190476,7,"Low"
"313",17,"Circle",7,3.632380952,2.59047619,6,"Low"
"314",17,"Circle",8,2.624479397,2.530660412,6,"Low"
"315",17,"Circle",8,2.991169978,2.192788815,5,"Low"
"316",17,"Circle",8,3.658940397,2.934142752,7,"Low"
"317",17,"Circle",9,3.342665174,2.523951101,6,"Low"
"318",17,"Circle",9,3.472066069,2.571233669,6,"Low"
"319",17,"Circle",11,2.102479942,1.857525529,4,"Low"
"320",17,"Circle",11,2.537685996,2.200340992,5,"Low"
"321",17,"Circle",11,3.006929249,3.274981765,8,"Low"
"322",17,"Circle",12,3.250929368,2.657992565,7,"Low"
"323",17,"Circle",12,4.336431227,1.464684015,3,"Low"
"324",17,"Circle",12,4.485130112,1.639405204,4,"Low"
"325",17,"Circle",13,3.157602664,2.241953385,5,"Low"
"326",17,"Circle",13,3.790233074,3.039215686,8,"Low"
"327",17,"Circle",13,4.126896041,2.595264521,6,"Low"
"328",18,"Tube",3,2.476340694,1.625262224,4,"Low"
"329",18,"Tube",5,2.473080524,1.499297753,3,"Low"
"330",18,"Tube",6,3.322072072,1.808558559,5,"Low"
"331",18,"Tube",7,2.579545455,1.55,3,"Low"
"332",18,"Tube",8,2.720588235,0.950311943,2,"Low"
"333",18,"Tube",9,2.536880885,1.195856874,3,"Low"
"334",18,"Tube",10,3.17077728,0.971599402,2,"Low"
"335",18,"Tube",10,2.856875934,0.871948804,2,"Low"
"336",18,"Tube",11,3.926744242,1.739443378,5,"Low"
"337",18,"Tube",12,3.925088652,1.817375887,5,"Low"
"338",18,"Tube",12,4.271929825,1.682017544,6,"Low"
"339",18,"Tube",14,3.963733796,1.768518519,5,"Low"
"340",18,"Tube",14,3.963733796,1.768518519,5,"Low"
"341",18,"Circle",2,3.56400665,1.44638404,6,"Low"
"342",18,"Circle",3,3.614931238,1.579076621,7,"Low"
"343",18,"Circle",4,3.711385702,0.968667255,4,"Low"
"344",18,"Circle",5,4.261682855,1.137388091,5,"Low"
"345",18,"Circle",7,3.911474164,1.550784574,7,"Low"
"346",18,"Circle",9,4.196794231,1.487178846,6,"Low"
"347",18,"Circle",11,3.310942266,1.846405229,8,"Low"
"348",18,"Circle",12,3.824515648,1.494038748,7,"Low"
"349",18,"Circle",13,3.316076807,1.379894578,6,"Low"
"350",18,"Circle",14,4.452264172,1.459084302,6,"Low"
"351",19,"Tube",3,3.465099037,1.48099634,1,"Low"
"352",19,"Tube",3,1.83897694,1.738079926,3,"Low"
"353",19,"Tube",3,1.623358449,1.880442034,3,"Low"
"354",19,"Tube",3,4.201796931,3.069799852,5,"Low"
"355",19,"Tube",3,4.158948976,3.277125325,5,"Low"
"356",19,"Tube",4,3.342294721,1.479308407,2,"Low"
"357",19,"Tube",4,2.895894428,1.505376344,2,"Low"
"358",19,"Tube",4,2.267025904,1.481752199,2,"Low"
"359",19,"Tube",4,1.452426686,3.00342131,4,"Low"
"360",19,"Tube",4,5.251710655,3.172043011,6,"Low"
"361",19,"Tube",5,2.771929825,3.287280702,4,"Low"
"362",19,"Tube",5,2.682017544,3.174342105,4,"Low"
"363",19,"Tube",5,3.150219298,3.191885965,5,"Low"
"364",19,"Tube",5,4.813596491,3.248537281,6,"Low"
"365",19,"Tube",6,1.794217687,1.538407738,3,"Low"
"366",19,"Tube",6,1.689343112,1.776502976,3,"Low"
"367",19,"Tube",6,1.56462585,2.00042517,3,"Low"
"368",19,"Tube",6,2.580782313,3.301445578,4,"Low"
"369",19,"Tube",6,3.635204082,3.232355442,5,"Low"
"370",19,"Tube",8,2.247,1.706,2,"Low"
"371",19,"Tube",8,1.631,1.783,3,"Low"
"372",19,"Tube",8,1.859,3.095,4,"Low"
"373",19,"Tube",8,3.748,3.08,5,"Low"
"374",19,"Tube",8,4.567,3.224,5,"Low"
"375",19,"Tube",9,3.603050595,1.54327939,1,"Low"
"376",19,"Tube",9,2.685392485,1.548238467,2,"Low"
"377",19,"Tube",9,2.407613467,1.580481771,2,"Low"
"378",19,"Tube",9,2.305928199,3.064856771,4,"Low"
"379",19,"Tube",9,4.515128348,3.060515253,5,"Low"
"380",19,"Tube",10,1.704182657,1.632226937,3,"Low"
"381",19,"Tube",10,1.554119926,1.922509225,3,"Low"
"382",19,"Tube",10,1.588560886,2.485239852,3,"Low"
"383",19,"Tube",10,1.613160517,2.197416974,3,"Low"
"384",19,"Tube",10,1.637761993,3.138376384,4,"Low"
"385",19,"Tube",12,2.980913174,1.635479042,2,"Low"
"386",19,"Tube",12,2.711452096,1.556886228,2,"Low"
"387",19,"Tube",12,1.693488024,2.362150075,3,"Low"
"388",19,"Tube",12,2.309754865,3.327718937,4,"Low"
"389",19,"Tube",12,2.377120135,3.158059506,4,"Low"
"390",19,"Tube",12,5.160928144,3.364520958,6,"Low"
"391",19,"Tube",13,1.562027231,1.781391831,3,"Low"
"392",19,"Tube",13,1.486384266,2.723146747,3,"Low"
"393",19,"Tube",13,2.237140696,3.34720121,4,"Low"
"394",19,"Tube",13,3.003655446,3.3213559,4,"Low"
"395",19,"Tube",13,3.245712935,3.202849849,5,"Low"
"396",19,"Tube",14,2.445558649,1.629547142,2,"Low"
"397",19,"Tube",14,2.206755754,1.423533779,2,"Low"
"398",19,"Tube",14,1.533036377,1.970428731,3,"Low"
"399",19,"Tube",14,1.79844098,3.170007424,4,"Low"
"400",19,"Tube",14,3.228160728,3.163201559,5,"Low"
"401",19,"Circle",2,3.046052172,1.284635916,4,"Low"
"402",19,"Circle",2,2.98816157,1.712632589,6,"Low"
"403",19,"Circle",2,3.461037266,1.914271096,7,"Low"
