"AntIDColNest","Colony","Nest","Day","ScaledX","ScaledY","Density","ToBrood","AntID","SFZ","Occur","SFZ_Area","Occur_Area"
"14_O,W,Y,G_Circle",14,"Circle",11,3.389355742,2.881152461,"Low",0.0688130837112523,"O,W,Y,G",1,4,0.444682,1.778728
"14_Db,O,Y,W_Circle",14,"Circle",11,3.976256503,3.521408563,"Low",0.108564500425303,"Db,O,Y,W",2,5,0.889364,2.22341
"14_Db,P,O,O_Circle",14,"Circle",11,4.154995998,3.470722289,"Low",0.107928801107961,"Db,P,O,O",1,4,0.444682,1.778728
"14_Db,O,G,S_Circle",14,"Circle",12,4.099601594,0.699203187,"Low",0.0212414960211421,"Db,O,G,S",1,4,0.444682,1.778728
"14_O,Db,Lb,Db_Circle",14,"Circle",12,3.265603586,0.577025896,"Low",0.0347967916142066,"O,Db,Lb,Db",1,7,0.444682,3.112774
"14_O,S,Lb,S_Circle",14,"Circle",12,3.528551793,0.348605578,"Low",0.0217700995211016,"O,S,Lb,S",2,5,0.889364,2.22341
"14_O,Y,Db,W_Circle",14,"Circle",12,3.137450199,0.352589641,"Low",0.0446299737441927,"O,Y,Db,W",2,3,0.889364,1.334046
"14_O,P,Db,O_Circle",14,"Circle",12,3.648073705,0.919655378,"Low",0.0262397694179687,"O,P,Db,O",0,8,0,3.557456
"14_Db,G,P,W_Circle",14,"Circle",12,2.630810757,1.519920319,"Low",0.098026058795064,"Db,G,P,W",2,5,0.889364,2.22341
"14_Db,S,Y,G_Circle",14,"Circle",12,4.346613546,1.304780876,"Low",0.0598304066078841,"Db,S,Y,G",2,5,0.889364,2.22341
"14_O,G,P,S_Circle",14,"Circle",12,3.95351992,1.541169323,"Low",0.0646772473366728,"O,G,P,S",3,5,1.334046,2.22341
"14_O,Lb,S,S_Circle",14,"Circle",12,2.747675299,1.54913745,"Low",0.0936687467302325,"O,Lb,S,S",0,7,0,3.112774
"14_Db,P,Y,Y_Circle",14,"Circle",12,4.519256972,1.854581673,"Low",0.0956551362539498,"Db,P,Y,Y",2,5,0.889364,2.22341
"14_O,Db,Db,Lb_Circle",14,"Circle",12,5.541832669,1.946215139,"Low",0.142980494394074,"O,Db,Db,Lb",1,6,0.444682,2.668092
"14_O,Db,O,G_Circle",14,"Circle",12,5.227091633,1.733067729,"Low",0.118727779586778,"O,Db,O,G",2,5,0.889364,2.22341
"14_O,Db,Y,P_Circle",14,"Circle",12,2.490039841,1.888446215,"Low",0.120693862278601,"O,Db,Y,P",1,7,0.444682,3.112774
"14_O,G,G,Lb_Circle",14,"Circle",12,5.336653386,1.788844622,"Low",0.126416519557414,"O,G,G,Lb",2,5,0.889364,2.22341
"14_O,Lb,Lb,Lb_Circle",14,"Circle",12,4.258964143,1.668659363,"Low",0.0777495054215596,"O,Lb,Lb,Lb",1,6,0.444682,2.668092
"14_Db,Y,Lb,G_Circle",14,"Circle",12,5.37250996,2.332669323,"Low",0.152374355233213,"Db,Y,Lb,G",2,6,0.889364,2.668092
"14_Lb,P,P,O_Circle",14,"Circle",12,3.629482072,2.287515936,"Low",0.112404696744448,"Lb,P,P,O",2,6,0.889364,2.668092
"14_O,G,S,P_Circle",14,"Circle",12,4.906374502,2.38247012,"Low",0.137336055667789,"O,G,S,P",1,7,0.444682,3.112774
"14_O,Y,S,O_Circle",14,"Circle",12,2.670651394,2.043161355,"Low",0.120645098841773,"O,Y,S,O",2,6,0.889364,2.668092
"14_Db,Db,G,P_Circle",14,"Circle",12,4.498007968,2.733731076,"Low",0.147225443681379,"Db,Db,G,P",1,8,0.444682,3.557456
"14_O,Lb,G,Db_Circle",14,"Circle",12,4.774237052,2.733731076,"Low",0.153476984956283,"O,Lb,G,Db",0,8,0,3.557456
"14_O,Y,O,S_Circle",14,"Circle",12,5.071713147,2.701195219,"Low",0.160309936879541,"O,Y,O,S",2,5,0.889364,2.22341
"14_Lb,Db,P,Lb_Circle",14,"Circle",12,4.471448207,3.03651992,"Low",0.165388241947436,"Lb,Db,P,Lb",2,4,0.889364,1.778728
"14_O,W,Y,G_Circle",14,"Circle",12,3.778221116,3.171978088,"Low",0.168512843347575,"O,W,Y,G",1,4,0.444682,1.778728
"14_P,Db,Y,O_Circle",14,"Circle",12,2.869854582,2.922310757,"Low",0.163913535975506,"P,Db,Y,O",2,8,0.889364,3.557456
"14_Db,O,Y,W_Circle",14,"Circle",12,4.343958167,3.477424303,"Low",0.191191907432675,"Db,O,Y,W",2,5,0.889364,2.22341
"14_Db,P,O,O_Circle",14,"Circle",12,4.211155378,3.620850598,"Low",0.198955686448377,"Db,P,O,O",1,4,0.444682,1.778728
"14_O,S,S,Lb_Circle",14,"Circle",12,3.188579681,3.793492032,"Low",0.212072135536298,"O,S,S,Lb",3,5,1.334046,2.22341
"14_O,W,S,Db_Circle",14,"Circle",12,3.464806773,3.838645418,"Low",0.212362364510943,"O,W,S,Db",0,8,0,3.557456
"14_P,O,Y,P_Circle",14,"Circle",12,3.640105578,3.575697211,"Low",0.194669333085327,"P,O,Y,P",2,6,0.889364,2.668092
"14_P,P,Y,S_Circle",14,"Circle",12,2.368525896,3.211155378,"Low",0.194290128551381,"P,P,Y,S",2,5,0.889364,2.22341
"14_O,Db,Lb,Db_Circle",14,"Circle",13,2.935352085,0.655651062,"Low",0.189159137147314,"O,Db,Lb,Db",1,7,0.444682,3.112774
"14_O,P,Lb,P_Circle",14,"Circle",13,2.492787175,0.783503147,"Low",0.188880467177123,"O,P,Lb,P",0,8,0,3.557456
"14_O,S,Lb,S_Circle",14,"Circle",13,3.520194729,0.495672699,"Low",0.195877862411692,"O,S,Lb,S",2,5,0.889364,2.22341
"14_Lb,P,P,O_Circle",14,"Circle",13,2.163650669,1.159848544,"Low",0.175716053405849,"Lb,P,P,O",2,6,0.889364,2.668092
"14_O,Y,S,O_Circle",14,"Circle",13,3.559533832,0.878573958,"Low",0.171375545580722,"O,Y,S,O",2,6,0.889364,2.668092
"14_Db,S,Y,G_Circle",14,"Circle",13,3.919486625,1.445712038,"Low",0.137602182528109,"Db,S,Y,G",2,5,0.889364,2.22341
"14_O,G,G,Lb_Circle",14,"Circle",13,3.54379819,1.290322581,"Low",0.144975225080506,"O,G,G,Lb",2,5,0.889364,2.22341
"14_Db,P,Y,Y_Circle",14,"Circle",13,2.230527144,1.92368214,"Low",0.132460459750787,"Db,P,Y,Y",2,5,0.889364,2.22341
"14_Db,Y,Lb,G_Circle",14,"Circle",13,5.108182533,1.772226593,"Low",0.15358175295416,"Db,Y,Lb,G",2,6,0.889364,2.668092
"14_O,Db,O,G_Circle",14,"Circle",13,5.224232887,2.029897718,"Low",0.147233637568266,"O,Db,O,G",2,5,0.889364,2.22341
"14_O,P,Db,O_Circle",14,"Circle",13,1.821400472,1.912535405,"Low",0.150532064852879,"O,P,Db,O",0,8,0,3.557456
"14_O,S,S,Lb_Circle",14,"Circle",13,5.416994493,1.998426436,"Low",0.157962639300618,"O,S,S,Lb",3,5,1.334046,2.22341
"14_O,Y,O,S_Circle",14,"Circle",13,5.224232887,1.811565696,"Low",0.156854754728529,"O,Y,O,S",2,5,0.889364,2.22341
"14_Db,Db,O,Lb_Circle",14,"Circle",13,3.025177026,2.193154996,"Low",0.092331543966286,"Db,Db,O,Lb",0,7,0,3.112774
"14_Db,G,P,W_Circle",14,"Circle",13,2.18332022,2.283634933,"Low",0.117327859750105,"Db,G,P,W",2,5,0.889364,2.22341
"14_O,Db,Y,P_Circle",14,"Circle",13,3.914240755,2.338709677,"Low",0.0821043016699019,"O,Db,Y,P",1,7,0.444682,3.112774
"14_Db,Db,G,P_Circle",14,"Circle",13,2.193154996,2.580645161,"Low",0.104532923941319,"Db,Db,G,P",1,8,0.444682,3.557456
"14_O,P,O,Db_Circle",14,"Circle",13,4.921321794,2.391817467,"Low",0.117414329194305,"O,P,O,Db",1,6,0.444682,2.668092
"14_O,W,S,Db_Circle",14,"Circle",13,3.646734854,2.580645161,"Low",0.0629392254549858,"O,W,S,Db",0,8,0,3.557456
"14_Lb,Db,P,Lb_Circle",14,"Circle",13,3.139915421,3.086807632,"Low",0.0378477879173369,"Lb,Db,P,Lb",2,4,0.889364,1.778728
"14_O,Lb,G,Db_Circle",14,"Circle",13,2.983870968,2.976003147,"Low",0.0497228276959435,"O,Lb,G,Db",0,8,0,3.557456
"14_O,Lb,Lb,Lb_Circle",14,"Circle",13,3.785076711,2.80356609,"Low",0.0512627845280302,"O,Lb,Lb,Lb",1,6,0.444682,2.668092
"14_O,W,Y,G_Circle",14,"Circle",13,3.331367034,3.07631786,"Low",0.0324336683686165,"O,W,Y,G",1,4,0.444682,1.778728
"14_P,Db,Y,O_Circle",14,"Circle",13,4.405979544,3.017309205,"Low",0.0672346572967112,"P,Db,Y,O",2,8,0.889364,3.557456
"14_Db,P,O,O_Circle",14,"Circle",13,4.169944925,3.215971676,"Low",0.0478414753492798,"Db,P,O,O",1,4,0.444682,1.778728
"14_Db,S,P,O_Circle",14,"Circle",13,2.808811959,3.481510622,"Low",0.0447430072475834,"Db,S,P,O",1,7,0.444682,3.112774
"15_W,O,S,P_Circle",15,"Circle",1,3.163819876,0.44060559,"Low",0.121636702350736,"W,O,S,P",2,5,0.77336,1.9334
"15_W,P,P,Y_Circle",15,"Circle",1,2.609990295,1.317934783,"Low",0.118959706849593,"W,P,P,Y",0,7,0,2.70676
"15_Y,W,P,Y_Circle",15,"Circle",1,5.212214674,1.570263975,"Low",0.0663400686856531,"Y,W,P,Y",0,9,0,3.48012
"15_W,Lb,S,Db_Circle",15,"Circle",1,4.619565217,2.241847826,"Low",0.0362985752436962,"W,Lb,S,Db",0,8,0,3.09344
"15_W,Db,S,O_Circle",15,"Circle",1,3.561723602,2.661102484,"Low",0.0744642256353047,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,O,P,S_Circle",15,"Circle",1,3.848990683,2.717391304,"Low",0.0668377667120559,"W,O,P,S",1,7,0.38668,2.70676
"15_W,P,S,S_Circle",15,"Circle",1,3.814699146,2.424301242,"Low",0.051027044242157,"W,P,S,S",3,6,1.16004,2.32008
"15_Y,O,S,O_Circle",15,"Circle",1,5.134899068,3.190993789,"Low",0.109439858421625,"Y,O,S,O",1,7,0.38668,2.70676
"15_Y,S,O,Y_Circle",15,"Circle",1,3.121118012,2.98427795,"Low",0.111097485588501,"Y,S,O,Y",0,8,0,3.09344
"15_Y,S,S,S_Circle",15,"Circle",1,4.26242236,2.816381988,"Low",0.066915351972132,"Y,S,S,S",2,5,0.77336,1.9334
"15_W,Lb,P,O_Circle",15,"Circle",1,3.580163043,3.632569876,"Low",0.131430716455619,"W,Lb,P,O",2,7,0.77336,2.70676
"15_Y,O,P,P_Circle",15,"Circle",1,3.832816382,3.330745342,"Low",0.106368327524527,"Y,O,P,P",0,7,0,2.70676
"15_Y,O,Y,Lb_Circle",15,"Circle",1,4.28830163,3.689829193,"Low",0.126471580887736,"Y,O,Y,Lb",0,8,0,3.09344
"15_Y,S,S,S_Circle",15,"Circle",2,3.62607338,1.504683841,"Low",0.0345260730911248,"Y,S,S,S",2,5,0.77336,1.9334
"15_W,Db,S,O_Circle",15,"Circle",2,3.041895004,1.647800546,"Low",0.066695050451965,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,S,Y,P_Circle",15,"Circle",2,5.49765808,1.732371194,"Low",0.10244981183424,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,O,P,P_Circle",15,"Circle",2,4.785323966,1.990632319,"Low",0.0544734164821893,"Y,O,P,P",0,7,0,2.70676
"15_Y,O,Y,Lb_Circle",15,"Circle",2,2.87275566,1.797423888,"Low",0.0769102761267961,"Y,O,Y,Lb",0,8,0,3.09344
"15_W,O,P,S_Circle",15,"Circle",2,3.405542545,2.112933255,"Low",0.0443936380028895,"W,O,P,S",1,7,0.38668,2.70676
"15_W,O,S,P_Circle",15,"Circle",2,5.708430913,2.179937549,"Low",0.118723226306968,"W,O,S,P",2,5,0.77336,1.9334
"15_W,P,S,S_Circle",15,"Circle",2,4.836065574,2.25019516,"Low",0.0633340792508229,"W,P,S,S",3,6,1.16004,2.32008
"15_W,Lb,S,Db_Circle",15,"Circle",2,5.280380562,2.648321624,"Low",0.10303907061637,"W,Lb,S,Db",0,8,0,3.09344
"15_W,P,P,Y_Circle",15,"Circle",2,5.746161202,2.412827869,"Low",0.125202653143361,"W,P,P,Y",0,7,0,2.70676
"15_W,Lb,P,O_Circle",15,"Circle",2,5.374057377,2.853889539,"Low",0.11620204990542,"W,Lb,P,O",2,7,0.77336,2.70676
"15_Y,G,Lb,P_Circle",15,"Circle",2,3.183060109,2.978142077,"Low",0.0951540062382854,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_Y,O,S,O_Circle",15,"Circle",2,3.093286495,3.140124902,"Low",0.107703639014512,"Y,O,S,O",1,7,0.38668,2.70676
"15_Y,S,O,Y_Circle",15,"Circle",2,4.178376269,3.083528493,"Low",0.085226762444719,"Y,S,O,Y",0,8,0,3.09344
"15_W,Lb,Db,S_Circle",15,"Circle",2,4.539422326,3.514832162,"Low",0.119568320880975,"W,Lb,Db,S",1,6,0.38668,2.32008
"15_W,Lb,S,Db_Circle",15,"Circle",3,4.733537663,0.534204458,"Low",0.121681234254431,"W,Lb,S,Db",0,8,0,3.09344
"15_Y,O,O,S_Circle",15,"Circle",3,4.192928517,0.739175634,"Low",0.1016785055621,"Y,O,O,S",0,7,0,2.70676
"15_W,Db,S,O_Circle",15,"Circle",3,3.508839354,0.86984435,"Low",0.103401066022104,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,P,P,Y_Circle",15,"Circle",3,5.124264028,1.235588009,"Low",0.0935792246945899,"W,P,P,Y",0,7,0,2.70676
"15_Y,G,Lb,P_Circle",15,"Circle",3,4.832181015,0.876888932,"Low",0.102477357410077,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_Y,S,S,S_Circle",15,"Circle",3,3.877786318,0.877530746,"Low",0.0944948615543411,"Y,S,S,S",2,5,0.77336,1.9334
"15_W,S,Y,P_Circle",15,"Circle",3,5.196003075,1.568664489,"Low",0.0827452884371527,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,S,O,Y_Circle",15,"Circle",3,5.608506918,1.304765565,"Low",0.116136774565638,"Y,S,O,Y",0,8,0,3.09344
"15_Y,W,P,Y_Circle",15,"Circle",3,4.019984627,1.291314374,"Low",0.0649325625519377,"Y,W,P,Y",0,9,0,3.48012
"15_Y,O,S,O_Circle",15,"Circle",3,5.523956572,1.783883551,"Low",0.0966471795505386,"Y,O,S,O",1,7,0.38668,2.70676
"15_W,Lb,P,O_Circle",15,"Circle",3,2.799129516,2.056110684,"Low",0.0948212740409174,"W,Lb,P,O",2,7,0.77336,2.70676
"15_W,O,P,S_Circle",15,"Circle",3,4.470920446,2.186139508,"Low",0.0201491565919948,"W,O,P,S",1,7,0.38668,2.70676
"15_W,P,S,S_Circle",15,"Circle",3,3.195618755,2.328977709,"Low",0.0673759793961237,"W,P,S,S",3,6,1.16004,2.32008
"15_Y,O,P,P_Circle",15,"Circle",3,4.62977133,3.164873174,"Low",0.0707661661144941,"Y,O,P,P",0,7,0,2.70676
"15_Y,O,Y,Lb_Circle",15,"Circle",3,3.431975404,3.210991545,"Low",0.0840576728284089,"Y,O,Y,Lb",0,8,0,3.09344
"15_W,Lb,P,O_Circle",15,"Circle",4,4.137369141,1.236978516,"Low",0.11998673369088,"W,Lb,P,O",2,7,0.77336,2.70676
"15_Y,S,S,S_Circle",15,"Circle",4,4.744140625,0.892578125,"Low",0.153850405802416,"Y,S,S,S",2,5,0.77336,1.9334
"15_W,Db,S,O_Circle",15,"Circle",4,4.250650391,1.621744141,"Low",0.0958234862746742,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,S,Y,P_Circle",15,"Circle",4,4.125650391,1.850912109,"Low",0.0786214198234474,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,G,Lb,P_Circle",15,"Circle",4,4.583984375,1.814453125,"Low",0.0926228986940149,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_W,Lb,S,Db_Circle",15,"Circle",4,3.391275391,2.064453125,"Low",0.0707681460729836,"W,Lb,S,Db",0,8,0,3.09344
"15_W,P,S,S_Circle",15,"Circle",4,5.287759766,2.081380859,"Low",0.113621294914298,"W,P,S,S",3,6,1.16004,2.32008
"15_Y,W,P,Y_Circle",15,"Circle",4,5.474609375,2.732421875,"Low",0.109789434830639,"Y,W,P,Y",0,9,0,3.48012
"15_W,Lb,Db,S_Circle",15,"Circle",4,5.037109375,2.791015625,"Low",0.0796985011955069,"W,Lb,Db,S",1,6,0.38668,2.32008
"15_Y,O,P,P_Circle",15,"Circle",4,3.13671875,2.973958984,"Low",0.050917431087602,"Y,O,P,P",0,7,0,2.70676
"15_W,O,S,P_Circle",15,"Circle",4,4.595703125,3.306640625,"Low",0.0534868298820279,"W,O,S,P",2,5,0.77336,1.9334
"15_W,O,S,P_Circle",15,"Circle",5,4.325611969,0.223938224,"Low",0.0820739247960156,"W,O,S,P",2,5,0.77336,1.9334
"15_W,P,P,Y_Circle",15,"Circle",5,4.267696911,0.619048263,"Low",0.0555555659442563,"W,P,P,Y",0,7,0,2.70676
"15_W,P,S,S_Circle",15,"Circle",5,3.875162162,1.102959459,"Low",0.0406839914544106,"W,P,S,S",3,6,1.16004,2.32008
"15_W,Lb,Db,S_Circle",15,"Circle",5,2.959781853,1.50965251,"Low",0.096769342670133,"W,Lb,Db,S",1,6,0.38668,2.32008
"15_Y,S,O,Y_Circle",15,"Circle",5,2.632561776,1.276061776,"Low",0.119357503349739,"Y,S,O,Y",0,8,0,3.09344
"15_W,Db,S,O_Circle",15,"Circle",5,4.157658301,1.895752896,"Low",0.0353071569703032,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,Lb,S,Db_Circle",15,"Circle",5,5.259974903,1.671814672,"Low",0.0625257997438324,"W,Lb,S,Db",0,8,0,3.09344
"15_W,Lb,P,O_Circle",15,"Circle",5,2.507079151,2.237451737,"Low",0.138950887792153,"W,Lb,P,O",2,7,0.77336,2.70676
"15_Y,O,O,S_Circle",15,"Circle",5,2.661519305,2.046974903,"Low",0.124360547761833,"Y,O,O,S",0,7,0,2.70676
"15_Y,O,P,P_Circle",15,"Circle",5,4.339125483,2.164092664,"Low",0.0503620565356024,"Y,O,P,P",0,7,0,2.70676
"15_Y,G,Lb,P_Circle",15,"Circle",5,3.945303089,2.727799228,"Low",0.0934803700578587,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_W,S,Y,P_Circle",15,"Circle",5,2.718146718,2.799870656,"Low",0.146825092921014,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,O,S,O_Circle",15,"Circle",5,3.731017375,2.951737452,"Low",0.112936003368145,"Y,O,S,O",1,7,0.38668,2.70676
"15_Y,O,Y,Lb_Circle",15,"Circle",5,2.848135135,3.166666023,"Low",0.15792985068344,"Y,O,Y,Lb",0,8,0,3.09344
"15_W,O,P,S_Circle",15,"Circle",5,2.917633205,3.440797297,"Low",0.169594366391457,"W,O,P,S",1,7,0.38668,2.70676
"15_Y,W,P,Y_Circle",15,"Circle",5,3.315316602,3.277349421,"Low",0.145481476430915,"Y,W,P,Y",0,9,0,3.48012
"15_W,P,P,Y_Circle",15,"Circle",6,3.126940994,0.623705357,"Low",0.170734717019882,"W,P,P,Y",0,7,0,2.70676
"15_W,P,S,S_Circle",15,"Circle",6,3.961568323,1.220885093,"Low",0.120128468815855,"W,P,S,S",3,6,1.16004,2.32008
"15_Y,S,S,S_Circle",15,"Circle",6,4.901655668,0.902562112,"Low",0.155508607388992,"Y,S,S,S",2,5,0.77336,1.9334
"15_W,O,P,S_Circle",15,"Circle",6,3.02730396,1.277173913,"Low",0.132760028372196,"W,O,P,S",1,7,0.38668,2.70676
"15_Y,O,P,P_Circle",15,"Circle",6,3.160584239,1.413043478,"Low",0.12031081145901,"Y,O,P,P",0,7,0,2.70676
"15_W,Db,S,O_Circle",15,"Circle",6,4.10326087,1.842003106,"Low",0.0783309765416054,"W,Db,S,O",2,7,0.77336,2.70676
"15_Y,O,S,O_Circle",15,"Circle",6,5.37396545,1.689310947,"Low",0.130335474758582,"Y,O,S,O",1,7,0.38668,2.70676
"15_Y,S,O,Y_Circle",15,"Circle",6,5.229037267,1.798006599,"Low",0.118049937350226,"Y,S,O,Y",0,8,0,3.09344
"15_W,Lb,Db,S_Circle",15,"Circle",6,4.520574534,2.333074534,"Low",0.0582126530653472,"W,Lb,Db,S",1,6,0.38668,2.32008
"15_W,S,Y,P_Circle",15,"Circle",6,2.201086957,2.156444099,"Low",0.132913843831673,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,G,Lb,P_Circle",15,"Circle",6,2.785326087,2.072981366,"Low",0.10165992429166,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_W,Lb,S,Db_Circle",15,"Circle",6,3.427795031,2.577639752,"Low",0.0459565439934035,"W,Lb,S,Db",0,8,0,3.09344
"15_W,O,S,P_Circle",15,"Circle",6,5.697463121,2.573111413,"Low",0.121287977617399,"W,O,S,P",2,5,0.77336,1.9334
"15_Y,O,O,S_Circle",15,"Circle",6,5.530537655,2.465708463,"Low",0.112320751932953,"Y,O,O,S",0,7,0,2.70676
"15_Y,O,Y,Lb_Circle",15,"Circle",6,5.036232531,2.666279115,"Low",0.0760632835798798,"Y,O,Y,Lb",0,8,0,3.09344
"15_W,Lb,P,O_Circle",15,"Circle",6,4.435170807,2.79697205,"Low",0.0343701776450176,"W,Lb,P,O",2,7,0.77336,2.70676
"15_Y,W,P,Y_Circle",15,"Circle",6,2.892727096,2.791149068,"Low",0.0743773197832455,"Y,W,P,Y",0,9,0,3.48012
"15_W,Lb,Db,S_Circle",15,"Circle",7,3.361132661,0.923196276,"Low",0.11972220003483,"W,Lb,Db,S",1,6,0.38668,2.32008
"15_Y,O,P,P_Circle",15,"Circle",7,3.302948022,1.163692785,"Low",0.105827607071557,"Y,O,P,P",0,7,0,2.70676
"15_Y,O,S,O_Circle",15,"Circle",7,3.683087665,1.016291699,"Low",0.108343565772269,"Y,O,S,O",1,7,0.38668,2.70676
"15_W,Lb,S,Db_Circle",15,"Circle",7,4.528704422,1.375096974,"Low",0.0924554125435487,"W,Lb,S,Db",0,8,0,3.09344
"15_W,O,P,S_Circle",15,"Circle",7,2.651280062,1.311093871,"Low",0.122761099848864,"W,O,P,S",1,7,0.38668,2.70676
"15_W,Db,S,O_Circle",15,"Circle",7,4.181536074,1.904577192,"Low",0.0498201734328934,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,S,Y,P_Circle",15,"Circle",7,5.457719162,1.873545384,"Low",0.115527948520697,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,S,O,Y_Circle",15,"Circle",7,2.525213344,1.730023274,"Low",0.111702165958175,"Y,S,O,Y",0,8,0,3.09344
"15_Y,O,Y,Lb_Circle",15,"Circle",7,3.28549263,2.071373157,"Low",0.0558218409836975,"Y,O,Y,Lb",0,8,0,3.09344
"15_Y,W,P,Y_Circle",15,"Circle",7,5.081458495,2.102404965,"Low",0.0857498158096638,"Y,W,P,Y",0,9,0,3.48012
"15_W,P,P,Y_Circle",15,"Circle",7,3.549262995,3.782001552,"Low",0.0853273399967094,"W,P,P,Y",0,7,0,2.70676
"15_Y,G,Lb,P_Circle",15,"Circle",7,4.057408844,3.347556245,"Low",0.0526733685075607,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_Y,O,O,S_Circle",15,"Circle",7,3.072148953,3.541505043,"Low",0.0870978889806975,"Y,O,O,S",0,7,0,2.70676
"15_W,O,S,P_Circle",15,"Circle",12,4.291462766,0.177305646,"Low",0.088739476721366,"W,O,S,P",2,5,0.77336,1.9334
"15_W,P,S,S_Circle",15,"Circle",12,3.056464812,0.849018003,"Low",0.0732406792895744,"W,P,S,S",3,6,1.16004,2.32008
"15_W,S,Y,P_Circle",15,"Circle",12,5.433033961,1.030415303,"Low",0.104380661075815,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,W,P,Y_Circle",15,"Circle",12,2.532733224,1.037234043,"Low",0.100813982395337,"Y,W,P,Y",0,9,0,3.48012
"15_W,Db,S,O_Circle",15,"Circle",12,3.029869067,1.305237316,"Low",0.0638148861114329,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,Lb,S,Db_Circle",15,"Circle",12,4.066421849,1.534369885,"Low",0.0101003655246332,"W,Lb,S,Db",0,8,0,3.09344
"15_Y,S,S,S_Circle",15,"Circle",12,5.518958674,1.612792553,"Low",0.107218898153648,"Y,S,S,S",2,5,0.77336,1.9334
"15_Y,O,S,O_Circle",15,"Circle",12,5.177986907,1.772367021,"Low",0.0864008582223721,"Y,O,S,O",1,7,0.38668,2.70676
"15_Y,G,Lb,P_Circle",15,"Circle",12,3.085787643,2.374523322,"Low",0.0873629305469971,"Y,G,Lb,P",1,7,0.38668,2.70676
"15_W,Lb,P,O_Circle",15,"Circle",12,4.82474018,2.642526596,"Low",0.101415393639287,"W,Lb,P,O",2,7,0.77336,2.70676
"15_W,O,P,S_Circle",15,"Circle",12,2.848471768,2.621385025,"Low",0.1107101411537,"W,O,P,S",1,7,0.38668,2.70676
"15_Y,S,O,Y_Circle",15,"Circle",12,5.48622545,2.750272095,"Low",0.137562964762601,"Y,S,O,Y",0,8,0,3.09344
"15_W,Lb,Db,S_Circle",15,"Circle",12,4.394435352,2.981450491,"Low",0.109603319981033,"W,Lb,Db,S",1,6,0.38668,2.32008
"15_W,P,P,Y_Circle",15,"Circle",12,2.841653028,3.426078151,"Low",0.155618785913583,"W,P,P,Y",0,7,0,2.70676
"15_Y,O,O,S_Circle",15,"Circle",12,4.584015957,3.299236907,"Low",0.134134004249296,"Y,O,O,S",0,7,0,2.70676
"15_W,O,S,P_Circle",15,"Circle",14,3.357359636,0.257966616,"Low",0.0946615640981745,"W,O,S,P",2,5,0.77336,1.9334
"15_W,Db,S,O_Circle",15,"Circle",14,5.316136191,1.150734067,"Low",0.0867107202031193,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,P,S,S_Circle",15,"Circle",14,3.012139605,0.97875569,"Low",0.0793525675666454,"W,P,S,S",3,6,1.16004,2.32008
"15_Y,O,O,S_Circle",15,"Circle",14,5.493171472,1.016691958,"Low",0.100750619272337,"Y,O,O,S",0,7,0,2.70676
"15_Y,S,S,S_Circle",15,"Circle",14,5.538694992,1.191198786,"Low",0.101030969020353,"Y,S,S,S",2,5,0.77336,1.9334
"15_W,Lb,P,O_Circle",15,"Circle",14,4.989884294,1.571826631,"Low",0.0627349604890487,"W,Lb,P,O",2,7,0.77336,2.70676
"15_W,O,P,S_Circle",15,"Circle",14,5.509611153,1.379614947,"Low",0.097665047708295,"W,O,P,S",1,7,0.38668,2.70676
"15_Y,O,S,O_Circle",15,"Circle",14,3.894157815,2.18323217,"Low",0.051957134271474,"Y,O,S,O",1,7,0.38668,2.70676
"15_W,S,Y,P_Circle",15,"Circle",14,4.163505311,2.581562974,"Low",0.0777852562272675,"W,S,Y,P",1,8,0.38668,3.09344
"15_Y,O,Y,Lb_Circle",15,"Circle",14,2.537936267,2.634673748,"Low",0.132785726701561,"Y,O,Y,Lb",0,8,0,3.09344
"15_Y,W,P,Y_Circle",15,"Circle",14,3.564112291,3.374430956,"Low",0.136234171209433,"Y,W,P,Y",0,9,0,3.48012
"15_W,Db,S,O_Circle",15,"Circle",15,4.17037037,1.008642593,"Low",0.0306564137624468,"W,Db,S,O",2,7,0.77336,2.70676
"15_W,Lb,P,O_Circle",15,"Circle",15,4.751851852,0.872222222,"Low",0.0585026939551956,"W,Lb,P,O",2,7,0.77336,2.70676
